product_code,step_num,step_type,step_name,step_desc,work_time,checker
JOCR001,5,제조공정,유상 분산,"별도용해조에서 31**, 32**, 3310을 Stirrer로 교반 분산한다. (실온) (31**만 따로 가온용해한다)",,
JOCR001,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3200rpm, P:30rpm, T: 65-70℃  t: 5분 )",,
JOCR001,7,제조공정,2차유화,"메인탱크로 41**, 5*** 투입후 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOCR001,8,제조공정,3차유화,"메인탱크로 61** 용해뒤 투입하여 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOCR001,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다. ",,
JOCR001,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
JOCR002,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOCR002,2,제조공정,유상 용해,메인탱크에 11**을 넣고 78-80℃로 가온용해한다,,
JOCR002,3,제조공정,유상 용해,"21**, 2210을 Stirrer로 균일교반 후 3110(분산물), 41**(색소), 5100(향)과 함께 위상에 투입교반한다.
(41**은 연구소에서 미리 호모믹싱한다)
( Homo: 2,000rpm, P:30rpm, T: 60-62℃  )",,
JOCR002,4,제조공정,수상 용해,수상용해조에 61**~62**를 넣고  62-66℃로 가온용해한다,,
JOCR002,5,제조공정,유  화,"메인탱크로 수상을 서서히 이송하며 유화한다. 
주의-1) 내용물 상태를 보며 호모속도를 단계적으로 높여 나간다.
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOCR002,6,제조공정,혼 합,"71**을 투입하여 가볍게 혼합한다.
(스트레스에 약한 원료로 최소한만 교반한다)",,
JOCR002,7,제조공정,"냉각 탈포
종  료","패들감속하여 36℃까지 냉각, 탈포한 후 부상한다.
( P:15rpm, V: max )",,
JOCR003,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOCR003,2,제조공정,"점증제
분산","별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOCR003,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
JOCR003,4,제조공정,"점증제
분산","위상에 21**을 조금씩 흩트려 투입한 후 가온 용해한다.
 (85℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
JOCR003,5,제조공정,유상 분산,"별도용해조에서 31**(가온용해), 32**(실온), 3310을 Stirrer로 교반 분산한다. (실온)",,
JOCR003,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3200rpm, P:30rpm, T: 65-70℃  t: 5분 )",,
JOCR003,7,제조공정,2차유화,"메인탱크로 41**, 5*** 투입후 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOCR003,8,제조공정,3차유화,"메인탱크로 61** 용해뒤 투입하여 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOCR003,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다. ",,
JOCR003,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
JOEC001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOEC001,2,제조공정,"점증제
분산","별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOEC001,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
JOEC001,4,제조공정,"점증제
분산","위상에 21**을 조금씩 흩트려 투입한 후 가온 용해한다.
 (85℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
JOEC001,5,제조공정,유상 분산,"별도용해조에서 31**(별도 가온용해), 32**, 3310을 Stirrer로 교반 분산한다. (실온)",,
JOEC001,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3200rpm, P:30rpm, T: 65-70℃  t: 5분 )",,
JOEC001,7,제조공정,2차유화,"메인탱크로 41**, 5***, 6110 투입후 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOEC001,8,제조공정,3차유화,"메인탱크로 71** 용해뒤 투입하여 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOEC001,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다. ",,
JOEC001,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
JOFC001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOFC001,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
JOFC001,3,제조공정,유상 용해,유상용해조에 11**- 12**를 넣고 72-75℃로 가온용해한다,,
JOFC001,4,제조공정,수상 용해,"수상용해조에 21**, 2210을 넣고  72-75℃로 가온용해한다",,
JOFC001,5,제조공정,검화,"메인탱크로 유상을 이송후 수상을 천천히 이송해 검화한다.
( Homo: 1000rpm, P:20rpm, T: 72-75℃  t: 30분 )",,
JOFC001,6,제조공정,냉각,31**을 투입후 60℃로 교반 냉각한다,,
JOFC001,7,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하며 냉각한다",,
JOFC001,8,제조공정,부상,32℃까지 냉각하여 점/경도 확인후 부상한다.,,
JOFC001,100,유의사항,작업자 유의사항,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,
JOFC004,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOFC004,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수,80℃ 사용, 매끈하게 풀린지 확인할 것)",,
JOFC004,3,제조공정,유상 용해,유상용해조에 11**- 12**를 넣고 72-75℃로 가온용해한다,,
JOFC004,4,제조공정,수상 용해,"수상용해조에 21**, 2210을 넣고  72-75℃로 가온용해한다",,
JOFC004,5,제조공정,검화,"메인탱크로 유상을 이송후 수상을 천천히 이송해 검화한다.
( Homo: 1000rpm, P:20rpm, T: 72-75℃  t: 30분 )",,
JOFC004,6,제조공정,냉각,31**을 투입후 60℃로 교반 냉각한다,,
JOFC004,7,제조공정,"향, 첨가제
투입","41**, 51**, 61**을 투입교반하며 냉각한다.
(51**은 미리 교반혼합한다)",,
JOFC004,8,제조공정,부상,30℃까지 냉각하여 점/경도 확인후 부상한다.,,
JOFC004,100,유의사항,작업자 유의사항,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,
JOFC005,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOFC005,2,제조공정,수상 용해,"수상용해조에 11**, 12**을 넣고  78-82℃로 가온용해한다",,
JOFC005,3,제조공정,유상 용해,"유상용해조에 21**, 2210를 넣고 78-82℃로 가온용해한다",,
JOFC005,4,제조공정,유 화,"메인탱크로 수상을 이송후 유상을 이송해 유화한다.
( Homo: 1,500rpm, P:30rpm, T: 82-85℃  t: 10분 )",,
JOFC005,5,제조공정,유 화,"메인탱크로 31**을 투입하여 고르게 용해한다. (몇차레 나누어 투입할 것/ 기포발생 최대한 억제 )
( Homo: 800rpm, P:40rpm, T: 82-85℃  t: 1시간 이상 )
*온도유지 중요 (저온에서는 파우더계면활성제 용해 안됨)",,
JOFC005,6,제조공정,냉각 탈포,60℃ 까지 교반 탈포 냉각한다,,
JOFC005,7,제조공정,"첨가제
투입","41**, 51**을 투입하여 계속하여 냉각하며 완전탈포시킨다
 (V: max)",,
JOFC005,8,제조공정,부상,"30℃까지 냉각하여 점/경도 확인후 부상한다.
 (로션정도 점성이 생겨야 한다.)",,
JOFC005,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*가급적 기포생성을 줄일 것",,
JOFC______,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOFC______,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
JOFC______,3,제조공정,유상 용해,유상용해조에 11**- 12**를 넣고 72-75℃로 가온용해한다,,
JOFC______,4,제조공정,수상 용해,"수상용해조에 21**, 2210을 넣고  72-75℃로 가온용해한다",,
JOFC______,5,제조공정,검화,"메인탱크로 유상을 이송후 수상을 천천히 이송해 검화한다.
( Homo: 1000rpm, P:20rpm, T: 72-75℃  t: 30분 )",,
JOFC______,6,제조공정,냉각,31**을 투입후 60℃로 교반 냉각한다,,
JOFC______,7,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하며 냉각한다",,
JOFC______,8,제조공정,부상,32℃까지 냉각하여 점/경도 확인후 부상한다.,,
JOFC______,100,유의사항,작업자 유의사항,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,
JOFT003,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOFT003,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
JOFT003,3,제조공정,"점증제
분산","별도용해조에서 정제수에 Carbopol 940 넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOFT003,4,제조공정,수상 용해,수상용해조에 11**- 12**을 넣고 78-80℃로 가온용해한다,,
JOFT003,5,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고  78-80℃로 가온용해한다,,
JOFT003,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
JOFT003,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
JOFT003,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
JOFT003,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
JOFT003,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
JOFT003,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
JOHC______,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOHC______,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
JOHC______,3,제조공정,"점증제
분산","별도용해조에서 정제수에 Carbopol 940 넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOHC______,4,제조공정,수상 용해,수상용해조에 11**- 12**을 넣고 78-80℃로 가온용해한다,,
JOHC______,5,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고  78-80℃로 가온용해한다,,
JOHC______,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
JOHC______,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
JOHC______,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
JOHC______,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
JOHC______,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
JOHC______,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
JOLS001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOLS001,2,제조공정,혼  합,"별도용해조에서 12**을 교반하며 1110을 혼합분산한다.
(뭉친것 없이 균일할 것. 겔화현상이 보일 때까지 교반.)",,
JOLS001,3,제조공정,혼  합,"위상의 균질상태 확인후 메인믹서에 2110와 함께 투입하여 가온용해한다 (70℃ 넘지 않도록 주의할 것) 
(Homo: 1500rpm,  P: 30rmp,  t: 20min T: 65-68℃)",,
JOLS001,4,제조공정,"혼  합
용  해",별도용해조에서 31**을 혼합교반한 뒤 메인믹서에 투입교반한다. (실온),,
JOLS001,5,제조공정,"혼  합
용  해","4110, 51**을 투입하여 교반한다. (실온)",,
JOLS001,6,제조공정,"탈   포
부   상",진공 탈포후 70메쉬 여과하여 종료한다.,,
JOLS002,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOLS002,2,제조공정,혼  합,"별도용해조에서 11**와 1210을 혼합해 습윤시킨다.
(하루 전 미리 작업, Kraton G1702파우더 뭉친것 분말로 풀어서 투입할 것)",,
JOLS002,3,제조공정,혼  합,"위상과 21**을 메인믹서에 넣고 가온용해한다. 매끈하게 용해된 것 확인할 것.
(Homo: 2500rpm,  P: 30rmp,  t: 15min,  T: 70-75℃ )",,
JOLS002,4,제조공정,혼  합,"위상에 2210을 메인믹서에 넣고 가온용해한다. 
(Homo: 2500rpm,  P: 30rmp,  t: 5min, T: 96-100℃)",,
JOLS002,5,제조공정,"혼  합
용  해","위상에 31**, 41**, 5110(향)을 투입교반한다.
(Homo: 1500rpm,  P: 30rmp, t: 1min,  T: 95-98℃)",,
JOLS002,6,제조공정,"혼  합
용  해","6110을 투입하여 교반한다. (진공O, 냉각X)
(중간에 탱크 바닥 긁어줄 것,)",,
JOLS002,7,제조공정,"탈   포
부   상",진공 탈포후 종료한다. ,,
JOPK001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOPK001,2,제조공정,"점증제
분산",별도용해조에서 31** 넣고 Stirrer로 균일하게 분산한다.,,
JOPK001,3,제조공정,수상 용해,"수상용해조에서 11**, 12**을 투입하고 가온용해한다. (T: 80-82℃)",,
JOPK001,4,제조공정,유상 용해,유상용해조에서 21** 을 투입하고 가온용해한다. (T: 78-80℃),,
JOPK001,5,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
( Homo: 3500rpm, P:30rpm, T: 76-78℃  t: 5분 )",,
JOPK001,6,제조공정,2차유화,"메인탱크로 31** 투입하고 유화한다. (호모믹싱하며 탱크 유리커버로 조금씩 투입)
( Homo: 3500rpm, P:30rpm, T: 76-78℃  t: 5분 )",,
JOPK001,7,제조공정,혼 합,"41**, 51** 을 투입혼합한 후 냉각, 탈포 개시한다.",,
JOPK001,8,제조공정,냉각탈포,"35℃까지 냉각, 탈포한 후 부상한다.",,
JOPK002,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOPK002,2,제조공정,"점증제
분산","별도용해조에서 정제수에 3120(pemulen)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOPK002,3,제조공정,수상 용해,"수상용해조에서 11**분산후 12**, 1310 을 투입하고 가온 개시하여 교반용해한다.
 (80℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
JOPK002,4,제조공정,유상 분산,"별도용해조에서 21**, 2210을 Stirrer로 교반 분산한다. (실온)",,
JOPK002,5,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3200rpm, P:30rpm, T: 66-72℃  t: 5분 )",,
JOPK002,6,제조공정,2차유화,"메인탱크로 31**, 41**, 51**이송후 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOPK002,7,제조공정,3차유화,"메인탱크로 61** 용해뒤 투입하여 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOPK002,8,제조공정,색소투입,71**을 투입하여 고르게 분산한다.,,
JOPK002,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다. ",,
JOPK002,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
JOPK003,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOPK003,2,제조공정,"점증제
분산","별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOPK003,3,제조공정,수상 용해,수상용해조에서 11**-12** 을 투입하고 실온에서 교반용해한다.,,
JOPK003,4,제조공정,"점증제
분산","위상에 2110(natrosol)을 조금씩 흩트려 투입한 후 가온 용해한다.
 (80℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
JOPK003,5,제조공정,유상 분산,"별도용해조에서 31**, 3210을 Stirrer로 교반 분산한다. (실온)",,
JOPK003,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3200rpm, P:30rpm, T: 65-70℃  t: 5분 )",,
JOPK003,7,제조공정,2차유화,"메인탱크로 41**, 5110, 61**-62**이송후 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOPK003,8,제조공정,3차유화,"메인탱크로 71** 용해뒤 투입하여 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
JOPK003,9,제조공정,혼합,위상에 8110 을 투입혼합한다.,,
JOPK003,10,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다. ",,
JOPK003,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
JOPK004,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOPK004,2,제조공정,"점증제
분산","별도용해조에서 정제수에 2120(c.p-940)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOPK004,3,제조공정,"점증제
분산",31**을 분산한뒤 3210(정제수)를 투입분산하고 30분 정도 방치하여 불린다.,,
JOPK004,4,제조공정,수상 용해,수상용해조에서 11** 투입하고 상온 (T: 30-36℃)에서 교반용해한 후 1210을 투입교반한다.,,
JOPK004,5,제조공정,혼 합,메인탱크로 수상(1***) 이송후 21**을 투입하여 분산한다,,
JOPK004,6,제조공정,혼 합,"위상에 3***을 투입한뒤 고르게 분산한다.
( Homo: 3,000rpm, P:30rpm, 20min)",,
JOPK004,7,제조공정,혼 합,"위상에 4***을 투입한뒤 고르게 분산한다.
( Homo: 3,000rpm, P:30rpm, 10min)",,
JOPK004,8,제조공정,냉각탈포,완전탈포한 후 부상한다. (P:15rpm),,
JOPK004,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
JOPK005,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOPK005,2,제조공정,"점증제
분  산","별도용해조에서 정제수(2110)에 Carbopol 940 넣고 Stirrer로 용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
JOPK005,3,제조공정,"투  입
교  반","수상용해조에서 11**, 12**을 투입하며 교반용해한다. 
(상온 30-40℃)",,
JOPK005,4,제조공정,"투  입
교  반",메인탱크로 수상과 분산된 점증제(21**)을 여과투입하여 교반한다,,
JOPK005,5,제조공정,"투  입
교  반",위 메인탱크에 31**을 투입하여 고르게 분산한다,,
JOPK005,6,제조공정,"투  입
교  반","41**을 별도용해조에서 교반용해한 후 메인탱크에 투입하여 고르게 교반한다.
(Homo: 2000rpm, P: 30rpm, t:5분)",,
JOPK005,7,제조공정,"투  입
교  반",위 메인탱크에 5***을 투입하여 고르게 분산한다,,
JOPK005,8,제조공정,중화,"위 메인탱크에 61**을 투입하여 고르게 교반한다.
(Homo: 2000rpm, P: 30rpm, t:10분)",,
JOPK005,9,제조공정,"탈  포
부  상",완전 탈포 후 부상한다.,,
JOPK005,100,유의사항,작업자 유의사항,*실온공정,,
JOPK006,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOPK006,2,제조공정,수상 용해,수상용해조에서 11** 을 투입하고 교반하며 12**을 흩뿌려 넣고 가온 개시하여 용해한다.   ( T: 80℃  t: 30분 ),,
JOPK006,3,제조공정,수상 용해,위 수상에 1310을 교반하며 서서히 투입하고 계속해서 가온용해한다. 완전용해 확인.    ( T: 80℃  t: 20분 ),,
JOPK006,4,제조공정,유상 용해,유상용해조에서 21**을 가온용해한다. (T: 80℃ ),,
JOPK006,5,제조공정,1차유화,"메인탱크로 수상을 이송후 호모 3분 쳐준 후 유상을 투입하여 유화한다.
( Homo: 3000rpm, P:30rpm, T: 78-80℃  t: 5분 )",,
JOPK006,6,제조공정,2차유화,"메인탱크에 premix한 31**을 투입하여 유화한다.
(호모치며 탱크유리커버로 투입할 것)
( Homo: 3000rpm, P:30rpm, T: 75-78℃  t: 10분 )",,
JOPK006,7,제조공정,3차유화,"메인탱크 냉각 개시하며 4110(향), 51**(첨가제), 61**(색소)를 투입하여 혼합한다.",,
JOPK006,8,제조공정,냉각탈포,"35℃까지 냉각, 탈포한 후 부상한다. ",,
JOPK006,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
JOPW001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOPW001,2,제조공정,혼합,혼합조에 1110와 21**을 투입하여 고르게 분산한다.,,
JOPW001,100,유의사항,작업자 유의사항,*실온공정,,
JOSC001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOSC001,2,제조공정,"점증제
분산","별도용해조에서 31**을 Stirrer로 용해한다. 
정제수는 온수(40-50℃) 사용, 매끈하게 풀린지 확인할 것",,
JOSC001,3,제조공정,수상 용해,"메인믹서에 1110, 2110을 넣고 교반한다. (T: 40℃ )",,
JOSC001,4,제조공정,혼 합,메인탱크로 31** 투입후 혼합한다.,,
JOSC001,5,제조공정,용 해,"별도용해조에 41**을 Stirrer로 용해한다. 
( T: 45-50℃ )",,
JOSC001,6,제조공정,혼 합,"메인탱크로 41**, 51**투입후 혼합한 후 탈포한다.",,
JOSC001,7,제조공정,"혼 합
탈 포",메인탱크로 61** 투입하며 균일하게 혼합한 후 완전탈포한다,,
JOSC001,8,제조공정,혼 합,"메인탱크로 7110을 투입하며 균일하게 혼합한다. (몇단계로 나누어 투입할 것) (P:40rpm)
(반드시 메인탱크 바닥층 긁어 줄 것)",,
JOSC001,9,제조공정,부 상,"완전 탈포하여 종료한다. (p:15rpm, V:max)",,
JOSC001,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
JOSL001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOSL001,2,제조공정,"점증제
분산","수상용해조에서 가온한 정제수(2110)에 2120을 서서히 투입하여 교반용해한다. (80℃, 30분 이상 / 물량 줄이지 말것.) ",,
JOSL001,3,제조공정,"파우더
분산","별도용해조에서 Glycerin(3110)을 교반하며, 3120을 서서히 투입, 완전히 분산시킨다.",,
JOSL001,4,제조공정,"알콜파트
용해",별도용해조에 51**을 계량후 10분간 Stirrer로 실온 교반용해한다.,,
JOSL001,5,제조공정,수상용해,메인믹서에서 11**을 실온에서 완전용해한다.,,
JOSL001,6,제조공정,수상용해,"위상의 투명용해 확인후 21**투입 교반한다.
(H: 2000rpm, P: 20rpm, t:10분) ",,
JOSL001,7,제조공정,수상용해,위상에 미리 분산된 31**을 투입교반한다.,,
JOSL001,8,제조공정,혼합 용해,위상에 41**을 교반용해해 투입교반한다.,,
JOSL001,9,제조공정,혼합 용해,위상에 교반 준비된 51**을 서서히 투입교반한다.,,
JOSL001,10,제조공정,혼합 용해,위상에 6***을 투입교반한 후 종료한다.,,
JOSR001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOSR001,2,제조공정,"점증제
분산","수상용해조에 11**(실온의 정제수를 교반하며 분말상을 조금씩 흩뿌려 투입후 가온) 가온 용해한다. 
 (T: 78-80℃, 매끈하게 풀린지 확인할 것)",,
JOSR001,3,제조공정,혼  합,위상 용해 확인 후 12**을 투입교반한다.,,
JOSR001,4,제조공정,냉  각,위상을 메인믹서로 여과이송하여 40℃까지 냉각한다.,,
JOSR001,5,제조공정,혼  합,21**을 투입하여 혼합한다.,,
JOSR001,6,제조공정,"냉각
탈포
부상",33℃까지 냉각탈포하여 부상한다.,,
JOSR001,100,유의사항,작업자 유의사항,"
 *투명 점액상",,
JOSS______,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
JOSS______,2,제조공정,"점증제
분산",비닐백에서 31**을 흔들어 균질하게 혼합한다.,,
JOSS______,3,제조공정,"점증제
분산",별도용해조에서 21**을 Stirrer하며 위 31**을 조금씩 흩뜨려 투입해 교반 혼합한다. (물투입 금지),,
JOSS______,4,제조공정,혼 합,메인탱크로 정제수(1110)와 위 혼합물(21**+31**) 투입후 가온용해한다. ( T: 75-80℃ ),,
JOSS______,5,제조공정,향파트 혼합,"별도용해조에 41**을 Stirrer로 용해한 후 메인탱크에 투입 용해한다. 
( H:2000rpm, P:30rpm, t: 3분 )",,
JOSS______,6,제조공정,혼 합,"메인탱크로 51**, 61**투입후 혼합한 후 탈포한다.",,
JOSS______,7,제조공정,"혼 합
탈 포","메인탱크로 71** 투입하며 균일하게 혼합한다. 
(상황에 따라 몇단계로 나누어 투입할 것)
(탱크 바닥층 긁어 줄 것) (P:40rpm, H:최소한으로, 소금입자분쇄우려)",,
