filename,product_code,product_name,batch_number,batch_unit,dept_name,actual_qty,mfg_date,operator,approver_1,approver_2,approver_3,notes_content,total_time,special_notes,step_count
MLCR_미미로린스 하니스플레바디크림.xlsx,MLCR_______,미미로린스 하니수플레 바디크림,,Kg,,Kg,,,"결

재",담 당,부서장,*원료투입시 100메쉬 여과 거칠 것,총소요시간,,9
MLDF_미미로린스 씬트리메인디퓨져.xlsx,MLDF_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLDM011-020_미미로린스 드레스퍼퓸미스트 딥퍼퓸레이블.xlsx,MLDM_______,(미미로린스 드레스 퍼퓸 미스트 딥퍼퓸 레이블),,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLDM_미미로린스 드레스퍼퓸미스트.xlsx,MLDM_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLHA_미미로린스 씬트리메인EFA프로테인헤어앰플 4종.xlsx,MLHA_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*수상에서 점증제 완전용해 확인후 12** 투입할 것.,총소요시간,,8
MLHC006-009_미미로린스 모먼트 플랜트 핸드크림 공정.xlsx,MLHC_____,미미로린스 모먼트 플랜트 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
MLHC014-017_미미로린스 모먼트핸드크림.xlsx,MLHC_____,미미로린스 모먼트 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
MLHC018-020_미미로린스 모먼트 핸드 포마드크림.xlsx,MLHC_____,미미로린스 모먼트 래디언스 핸드 포마드크림,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
MLHC_미미로린스 뷰티레슨핸드크림.xlsx,MLHC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
MLHD_미미로린스 모먼트 래디언스 핸드솝 공정.xlsx,MLHD______,미미로린스 모먼트 래디언스 핸드솝,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
MLHS_미미로린스 프로테인헤어세럼.xlsx,MLHS_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLHW_미미로린스 모먼트플랜트핸드워시.xlsx,MLHW______,미미로린스 모먼트 플랜트 핸드워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
MLLS_미미로린스 하니수플레리퀴드핸드솝5종.xlsx,MLLS_____,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MLPF_미미로린스 모먼트 래디언스 퍼퓸.xlsx,MLPF_______,미미로린스 모먼트 래디언스 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLPF_미미로린스 모먼트오디너리퍼퓸.xlsx,MLPF_______,미미로린스 모먼트 오디너리 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MLPG_미미로린스 모먼트퍼퓸.xlsx,MLPG_______,미미로린스 모먼트 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLPP_미미로린스 모먼트시크릿푸퍼퓸.xlsx,MLPP_______,미미로린스 모먼트 시크릿 푸 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLRM_미미로린스 씬트리메인룸미스트.xlsx,MLRM_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLRS_미미로린스 씬트리메인프로테인컨디셔너.xlsx,MLRS005,미미롤니스 모먼트 릴렉스 헤어 컨디셔너 그린 블리스,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
MLSC_미미로린스 씬트리메인소이캔들.xlsx,MLSC_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
MLSP_미미로린스 씬트리메인프로테인샴푸.xlsx,MLSP005,미미로린스 모먼트 릴렉스 헤어 샴푸 그린 블리스,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLST_미미로린스 씬트리메인사쉐.xlsx,MLST_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
MLTO001_미미로린스 태닝오일.xlsx,MLTO001,미미로린스 태닝 오일,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MRRS_미렐라와일 리퀴드펄컨디셔너.xlsx,MRRS001,미렐라 와일 리퀴드 펄 컨디션너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
MRSC_마르샹 바디베일.xlsx,MRSC002,마르샹 베디베일 (플로럴 퍼플),,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MRSP_미렐라와일 리퀴드펄샴푸.xlsx,MRSP001,미렐라 와일 리퀴드 펄 셤푸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
NABC-아로마 바디워시.xlsx,NABC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
NPBC005_에바스 나뚜리아크리미밀크바디워시 4종.xlsx,NPBC_____,에바스 나뚜리아 크리미 밀크 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
NPBC_나뚜리아 퓨어바디워시 4종.xlsx,NPBC_____,나뚜리아 퓨어 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
NPSS_나뚜리아 크리미 오일솔트스크럽.xlsx,NPSS______,에바스 나뚜리아 크리미 오일 솔트 스크업,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
OEBC000_오쎄 퓨어앤내추럴에코바디워시.xlsx,OEBC000,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
OEBL000_오쎄 퓨어앤내추럴 바디로션.xlsx,OEBL000,,,Kg,,Kg,,,"결

재",담 당,부서장,*원료투입시 100메쉬 여과 거칠 것,총소요시간,,10
OEFC000_오쎄 퓨어앤내추럴 에코 폼클렌저.xlsx,OEFC000,,,Kg,,Kg,,,"결

재",담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,8
OEHC000_오쎄 퓨어앤내추럴에코핸드크림.xlsx,OEHC000,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
OERS001_오쎄 퓨어앤내추럴 에코 헤어 컨디셔너.xlsx,OERS001,오쎄 퓨어앤내추럴 에코 헤어 컨디셔너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
OESP001_오쎄 퓨어앤내추럴에코헤어샴푸.xlsx,OESP001,오쎄 퓨어앤내추럴 에코 헤어 샴푸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
PDBC003 4_페디슨 인스티튜트보떼 망고리치밸런싱바디워시.xlsx,PDBC004,페디슨 인스티튜트-보떼 자몽 핑크 밸런싱 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
PDBC_페디슨 데오드바디클렌저.xlsx,PDBC001,페디슨 데오 드 바디클렌저,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
PDBL_페디슨 바디로션.xlsx,PDBL000,페디슨 뉴트리티브 세라마이드 바디로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
PDCO001_페디슨 아로마틱넥타클렌징오일.xlsx,PDCO001,페디슨 아로마틱 넥타 클렌징 오일,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
PDCW_페디슨 아이러브그린클렌징워터.xlsx,PDCW001,페디슨 아이러브 그린 클렌징워터,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
PDFC_페디슨 폼.xlsx,PDFC001,페디슨 아로마틱 카밍 클렌징 폼,,Kg,,Kg,,,"결

재",담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,7
PDFO_페디슨 아로마틱페이스오일.xlsx,PDFO_______,페디슨 아로마틱 페이스 오일,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
PDHC_페디슨 뉴트리티브세라마이드핸드크림.xlsx,PDHC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
PDHM000_페디슨 옴므인티메이트미스트오리지날.xlsx,PDHM000,페디슨 옴므 인티메이트 미스트 오리지날,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
PDHM_페디슨 인스티튜트보떼아르간퍼퓸헤어미스트.xlsx,PDHM_______,페디슨 인스티튜트 보떼 아르간&퍼퓸 헤어 미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
PDHS_페디슨 인스티튜트보떼아르간&퍼퓸헤어세럼.xlsx,PDHS_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
PDHW_페디슨 옴므인티메이트워시오리지날.xlsx,PDHW000,페디슨 옴므 인티메이트 워시 오리지날,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
PDIC000_페디슨 뉴트리티브인퓨젼크림.xlsx,PDIC000,페디슨 뉴트리티브 인퓨젼 크림,,Kg,,Kg,,,"결

재",담 당,부서장,,,*메인탱크에 투입시 100메쉬 여과 거칠 것,11
PDIR011-012_페디슨 락토 페미닌클렌저.xlsx,PDIR______,페디슨 락토 페미닌 클렌저 (거품타입),,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
PDIR_페디슨 메터니티퓨어페미닌클렌저_거품타입.xlsx,PDIR______,(거품타입),,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
PDIR_페디슨 메터니티퓨어페미닌클렌저_펌프타입.xlsx,PDIR____,(펌프타입),,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
PDLB_페디슨 뉴트리티브인퓨젼립수딩밤.xlsx,PDLB001,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
PDML001_페디슨 뉴트리티브인퓨전모이스처로션.xlsx,PDML001,페디슨 뉴트리티브 인퓨전 모이스처 로션,,Kg,,Kg,,,"결

재",담 당,부서장,,,*메인탱크에 투입시 100메쉬 여과 거칠 것,9
PDRS_페디슨 인스티튜트보떼 컨디셔너.xlsx,PDRS004,페디슨 인스티튜트-보떼 망고리치 LPP 트리트먼트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
PDSG_페디슨 매터니티에스모이스트겔 외.xlsx,PDSG005,페디슨 차전궁 프레쉬 버진겔,,Kg,,Kg,,,"결

재",담 당,부서장,"* 메인탱크에 투입시 100메쉬 여과 거칠 것
",총소요시간,,10
PDSL001_페디슨 아로마틱카밍토너.xlsx,PDSL001,페디슨 아로마틱 카밍 토너,,Kg,,Kg,,,"결

재",담 당,부서장,  특히 동절기에 상온(30-35도)상태의 공정을 유지해야 투명하게 제조된다.,,,2
PDSP_페디슨 인스티튜트보떼 샴푸.xlsx,PDSP003,페디슨 인스티튜트 보떼 한방 뿌리 케어 샴푸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
PFSP000_프로페이스 더패스트샴푸.xlsx,PFSP000,,,Kg,,Kg  ,,,"결

재",담 당,부서장,,,,6
PFSPR00_블루밍보떼 더패스트샴푸.xlsx,PFSPR00,,,Kg,,Kg  ,,,"결

재",담 당,부서장,,,,6
PNWS001_푸아나니 인티메이트워시포맨.xlsx,PNWS001,푸아나니 인팀이트 포밍 워시 포맨,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
PTAP001_판테스틱 더마시카에이씨수딩앰플.xlsx,PTAP001,판테스틱 더마 시카 에이씨 수딩 앰플,,Kg,,Kg,,,"결

재",담 당,부서장,,,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*탈포상태 확인할 것.",10
PTBC002_판테스틱 더마시카아크네클렌저.xlsx,PTBC002,판테스틱 더마 시카 아크네 클렌저,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
PTBL001_판테스틱더마시카AC로션.xlsx,PTBL001,판테스틱 더마 시카 AC로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
PTEF_판테스틱 원더필 이펙터 3종.xlsx,PTEF003,판테스틱 원더필 클리어링 이펙터,,Kg,,Kg,,,"결

재",담 당,부서장,"
 *투명 점액상",,,6
PTFC_판테스틱 더마시카아크네클렌징폼.xlsx,PTFC001,판테스틱 더마 시카 아크네 클렌징폼,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*가급적 기포생성을 줄일 것",총소요시간,"* 기포발생주의. 완전탈포. 종료온도 엄수. 부상전 샘플채취해 파우더 완전용해 확인할 것.
* 제조량 책정시 가마 여유공간 고려할 것 (최대 700kg)",8
PTLM001_판테스틱 탑원 6978 비타로닉 립 슬리핑 마스크 공정.xlsx,PTLM001,판테스틱 탑원 6978 비타로닉 립 슬리핑 마스크,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
PTMT001_판테스틱 더마시카에이씨컨트롤미스트.xlsx,PTMT001,판테스틱 더마 시카 에이씨 컨트롤 미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,," - 실온 공정 (점증제 분산에만 열수 사용)
 - 점증제 분산 공정 특히 중요",10
PTPW_판테스틱 더마파우더.xlsx,PTPW002,판테스틱 더마 비타 파우더,,Kg,,Kg,,,"결

재",담 당,부서장,,총소요시간,,3
RABC004_로즈마인 아로마 리 고요 바디워시 공정.xlsx,RABC004,로즈마인 아로마 리 고요 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
RABL004_로즈마인 아로마 리 고요 바디로션 공정.xlsx,RABL004,로즈마인 아로마 리 고요 바디로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
RLBC_로즈마인 라파밀리에 바디워시 제조공정도.xlsx,RLBC______,로즈마린 라파밀리에 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
RLBL_로즈마인 라파밀리에바디모이스처.xlsx,RLBL_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
RLBM_로즈마인X리사라르손 바디퍼퓸.xlsx,RLBM______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RMAG_로즈마인 더마슈티컬아쥴렌카밍젤.xlsx,RMAG000,로즈마인 더마슈티컬 아쥴렌 카밍젤,,Kg,,Kg,,,"결

재",담 당,부서장,*실온공정,,,8
RMBL_로즈마인 퍼퓸드바디로션.xlsx,RMBL_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
RMBP_로즈마인 릴렉싱아로마바디퍼퓸.xlsx,RMBP___,(로즈마인 릴렉싱 아로마 바디퍼퓸),,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
RMCD_로즈마인 홈폴리쉬소이캔들.xlsx,RMCD_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
RMDF_로즈마인 홈폴리쉬퍼퓸디퓨져.xlsx,RMDF_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RMDM_로즈마인 홈폴리쉬드레스퍼퓸.xlsx,RMDM_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RMDO_로즈마인 퍼퓸드드라이오일미스트.xlsx,RMDO_______,로즈마인 퍼퓸드 드라이 오일 미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
RMFC_로즈마인 플로랄레메디포밍클렌저.xlsx,RMFC000,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
RMHC022-024_로즈마인 캐시미어 시그니처퍼퓸드핸드크림.xlsx,RMHC_____,로즈마인 캐시미어 시그니처 퍼퓸드 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
RMHC_로즈마인 퍼퓸드핸드크림.xlsx,RMHC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
RMHG_로즈마인 해피블러썸퍼퓸드핸드겔.xlsx,RMHG001,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
RMHW_로즈마인 휘핑밀크핸드워시.xlsx,RMHW______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
RMLB-로즈마인 바타민E립밤.xlsx,RMLB_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
RMMT_로즈마인 퍼퓸드바디미스트.xlsx,RMMT______,로즈마인 퍼퓸드 바디미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RMOPR00_로즈마인 5오데퍼퓸.xlsx,RMOPR00,로즈마인 5 오데퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RMPG_로즈마인 퍼퓸터치.xlsx,RMPG_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
RMSC002-004_에바스 로즈마인 샤워코롱.xlsx,RMSC_______,에바스 로즈마인 샤워코롱,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RMSCN10_에바스 로즈마인5샤워코롱.xlsx,RMSCN10,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RMSG_로즈마인 스팀소프트샤워젤.xlsx,RMSG______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
RMST_로즈마인 홈폴리쉬퍼퓸사쉐.xlsx,RMST_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
RMTS_로즈마인 퍼퓸드소프트스킨티슈.xlsx,RMTS_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RPBC_로즈마인 퍼퓸드바디워시.xlsx,RPBC______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
RRBC_로에랑스 밀키소프트바디워시.xlsx,RRBC_____,로에랑스 프루츠 주스 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
RRBL_로에랑스 블리스 마이바디 퍼퓸로션 공정.xlsx,RRBL_______,로에랑스 블리스 마이 바디 퍼퓸 로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
RRBM_로에랑스 블리스 마이바디퍼퓸미스트.xlsx,RRBM______,로에랑스 블리스 마이 바디 퍼퓸 미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RRCR000_로에랑스 마유크림.xlsx,RRCR000,로에랑스 마유크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
RRHC_로에랑스 터치마이바디프레그런스핸드크림.xlsx,RRHC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
RRHW_로에랑스 블루밍버블 핸드워시 공정.xlsx,RRHW______,로에랑스 블루밍 버블 핸드워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
RRPM_로에랑스 퍼퓸미스트.xlsx,RRPM______,로에랑스 퍼퓸 미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
RSCF_로즈문 씨씨파운데이션.xlsx,RSCF000,로즈문 씨씨 파운데이션,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
RSCR_로즈문 리치카멜리아(동백)하이드레이팅크림.xlsx,RSCR000,로즈문 리치 카멜리아(동백) 하이드레이팅 크림,,Kg,,Kg,,,"결

재",담 당,부서장,  - 성상: 적황색의 반투명 젤상,,,9
RSEX_로즈문 리치카멜리아트리트먼트에센스.xlsx,RSEX000,로즈문 리치 카멜리아 트리트먼트 에센스,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
RSSC001_로즈문 리치카멜리아브라이트닝올인원베이스썬스크린.xlsx,RSSC001,로즈문 리치 카멜리아(동백) 브라이트닝 올인원 베이스 썬스크린,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
SBMPNN_밀크샴바드 패밀리바디클렌저.xlsx,SBMPNN___,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
SIRSN000_아이리스 골드모이스처컨트롤린스.xlsx,SIRSN000,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
SISPN000_아이리스 골드모이스처컨트롤샴푸.xlsx,SISPN000,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
