product_code,semi_product_code,step_num,step_type,step_name,step_desc,work_time,checker
GVHC010,,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
GVHC011,,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
GVHC012,,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
GVHC001,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC002,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC003,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC004,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC005,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC006,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC007,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC008,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC009,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC010,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC011,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC012,,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
GVHC001,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC002,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC003,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC004,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC005,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC006,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC007,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC008,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC009,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC010,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC011,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC012,,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
GVHC001,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC002,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC003,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC004,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC005,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC006,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC007,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC008,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC009,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC010,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC011,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC012,,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
GVHC001,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC002,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC003,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC004,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC005,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC006,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC007,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC008,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC009,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC010,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC011,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC012,,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
GVHC001,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC002,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC003,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC004,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC005,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC006,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC007,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC008,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC009,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC010,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC011,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
GVHC012,,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
HCBC001,BHCBC0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HCBC001,BHCBC0010,2,제조공정,"가온
용해","메인탱크에 원료 11** - 13**를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HCBC001,BHCBC0010,3,제조공정,용해,"별도용해조에서 정제수(2110, 실온)를 Sterrer로 교반하며 2120을 조금씩 투입하여 투명하게 용해한다.",,
HCBC001,BHCBC0010,4,제조공정,냉각개시,"메인탱크에 원료 14** 와 21** 파트를 차례로 투입하고
60℃ 까지 냉각한다.",,
HCBC001,BHCBC0010,5,제조공정,"향, 첨가제
색소 투입","향, 첨가제, 색소 파트를 투입하여 교반한다. (31** ~ 51**)
(31** 핸드믹싱하여 용해후 투입할 것)",,
HCBC001,BHCBC0010,6,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HCBL001,BHCBL0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HCBL001,BHCBL0010,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Pemulen 넣고 Stirrer로 용해한다.  
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
HCBL001,BHCBL0010,3,제조공정,수상 용해,수상용해조에 11**(실온)을 교반하며 12**을 흩뿌려 넣은 후 78-80℃로 가온용해한다,,
HCBL001,BHCBL0010,4,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고  78-80℃로 가온용해한다,,
HCBL001,BHCBL0010,5,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
HCBL001,BHCBL0010,6,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
HCBL001,BHCBL0010,7,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
HCBL001,BHCBL0010,8,제조공정,"향, 첨가제
색소 투입","41**, 51**, 61**을 투입교반하고, 냉각,탈포한다",,
HCBL001,BHCBL0010,9,제조공정,부상,33℃까지 냉각하여 부상한다.,,
HCBL001,BHCBL0010,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
HCHW001,BHCHW0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HCHW001,BHCHW0010,2,제조공정,"가온
용해","메인탱크에 원료 11** - 13**를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HCHW001,BHCHW0010,3,제조공정,용해,"별도용해조에서 정제수(2110, 실온)를 Sterrer로 교반하며 2120을 조금씩 투입하여 투명하게 용해한다.",,
HCHW001,BHCHW0010,4,제조공정,냉각개시,"메인탱크에 원료 14** 와 21** 파트를 차례로 투입하고
60℃ 까지 냉각한다.",,
HCHW001,BHCHW0010,5,제조공정,"향, 첨가제
색소 투입","향, 첨가제, 색소 파트를 투입하여 교반한다. (31** ~ 51**)
(31** 핸드믹싱하여 용해후 투입할 것)",,
HCHW001,BHCHW0010,6,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HCRS001,BHCRS0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HCRS001,BHCRS0010,2,제조공정,"점증제
분산",별도용해조에서 PG(1220)에 Esaflor(1210)을 넣고 Premix한다,,
HCRS001,BHCRS0010,3,제조공정,수상 용해,"수상용해조에 11**, 12**을 넣고 82-85℃로 가온용해한다",,
HCRS001,BHCRS0010,4,제조공정,유상 용해,메인탱크에 21**를 넣고  95-100℃로 가온용해한다,,
HCRS001,BHCRS0010,5,제조공정,유  화,"메인탱크로 수상을 여과이송후 유화한다. 
( Homo: 3500rpm, P:30rpm, T: 93-96℃  t: 10분 )",,
HCRS001,BHCRS0010,6,제조공정,냉각탈포,"65℃로 냉각, 탈포한다",,
HCRS001,BHCRS0010,7,제조공정,"향, 첨가제
투입","31**, 4110(향), 5***을 투입교반하고, 냉각, 탈포한다 
(혼합후 패들감속 15rpm)",,
HCRS001,BHCRS0010,8,제조공정,부상,36℃까지 냉각하여 부상한다.,,
HCRS001,BHCRS0010,100,유의사항,작업자 유의사항,"*유상을 메인탱크에서 용해
*원료 BTAC80 때문에 타 제품들에 비해 용해 온도 높음
*숙성기간: 3일 이상",,
HCSP001,BHCSP0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HCSP001,BHCSP0010,2,제조공정,점증제분산,11**을 수상용해조에서 투입하고 80℃ 까지 가온하여 30분간 용해한다.,,
HCSP001,BHCSP0010,3,제조공정,"가온
용해","메인탱크 패들을 교반하며 원료를 다음순서로 투입하고 80℃로 가열용해한다.
21** --> 11**(수상용해조)--> 22**(파우더상 )",,
HCSP001,BHCSP0010,4,제조공정,"혼합
냉각",위 상의 용해확인 후 원료 2310을 투입하며 냉각 개시한다..,,
HCSP001,BHCSP0010,5,제조공정,"향, 첨가제
색소 투입","31**, 4110, 5***, 61**, 71**파트를 투입하여 교반한다.

주의-1) 향파트(31**)은 Stirrer로 뭉친것 없게 교반할 것.
주의-2) 펄파트(51**)은 교반봉으로 뭉친것 없게 교반할 것",,
HCSP001,BHCSP0010,6,제조공정,"여  과
종  료","33-35℃까지 냉각후 24메쉬 여과하여 종료한다.
(메쉬망 규격 유의할 것)",,
HFBC001,BHFBC0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBC002,BHFBC0020,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBC003,BHFBC0030,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBC004,BHFBC0040,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBC001,BHFBC0010,2,제조공정,"가온
용해","메인탱크에 원료 11**, 12**를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HFBC002,BHFBC0020,2,제조공정,"가온
용해","메인탱크에 원료 11**, 12**를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HFBC003,BHFBC0030,2,제조공정,"가온
용해","메인탱크에 원료 11**, 12**를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HFBC004,BHFBC0040,2,제조공정,"가온
용해","메인탱크에 원료 11**, 12**를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HFBC001,BHFBC0010,3,제조공정,냉각개시,"위 상의 용해확인 후 원료 21** 파트를 투입하고
60℃ 까지 냉각한다.",,
HFBC002,BHFBC0020,3,제조공정,냉각개시,"위 상의 용해확인 후 원료 21** 파트를 투입하고
60℃ 까지 냉각한다.",,
HFBC003,BHFBC0030,3,제조공정,냉각개시,"위 상의 용해확인 후 원료 21** 파트를 투입하고
60℃ 까지 냉각한다.",,
HFBC004,BHFBC0040,3,제조공정,냉각개시,"위 상의 용해확인 후 원료 21** 파트를 투입하고
60℃ 까지 냉각한다.",,
HFBC001,BHFBC0010,4,제조공정,"향, 첨가제
투입",향(31**)과 첨가제(41**) 파트를 투입하여 교반한다.,,
HFBC002,BHFBC0020,4,제조공정,"향, 첨가제
투입",향(31**)과 첨가제(41**) 파트를 투입하여 교반한다.,,
HFBC003,BHFBC0030,4,제조공정,"향, 첨가제
투입",향(31**)과 첨가제(41**) 파트를 투입하여 교반한다.,,
HFBC004,BHFBC0040,4,제조공정,"향, 첨가제
투입",향(31**)과 첨가제(41**) 파트를 투입하여 교반한다.,,
HFBC001,BHFBC0010,5,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HFBC002,BHFBC0020,5,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HFBC003,BHFBC0030,5,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HFBC004,BHFBC0040,5,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HFBC002,BHFBC0020,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBC003,BHFBC0030,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBC004,BHFBC0040,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBC002,BHFBC0020,2,제조공정,"가온
용해",수상용해조에서 원료 1*** 파트를 넣고 80℃로 가열용해한다.,,
HFBC003,BHFBC0030,2,제조공정,"가온
용해",수상용해조에서 원료 1*** 파트를 넣고 80℃로 가열용해한다.,,
HFBC004,BHFBC0040,2,제조공정,"가온
용해",수상용해조에서 원료 1*** 파트를 넣고 80℃로 가열용해한다.,,
HFBC002,BHFBC0020,3,제조공정,"가온
용해","메인믹서로 1***, 21**, 3110을 투입하고 가온용해한다. (75℃, 10분 유지)",,
HFBC003,BHFBC0030,3,제조공정,"가온
용해","메인믹서로 1***, 21**, 3110을 투입하고 가온용해한다. (75℃, 10분 유지)",,
HFBC004,BHFBC0040,3,제조공정,"가온
용해","메인믹서로 1***, 21**, 3110을 투입하고 가온용해한다. (75℃, 10분 유지)",,
HFBC002,BHFBC0020,4,제조공정,혼 합,"메인믹서 용해 확인 후 냉각개시하며 미리 혼합한 4***을 메인믹서에 투입하여 혼합한다
(41**을 premix후 4210(M-CA)를 교반하며 투입한다.)",,
HFBC003,BHFBC0030,4,제조공정,혼 합,"메인믹서 용해 확인 후 냉각개시하며 미리 혼합한 4***을 메인믹서에 투입하여 혼합한다
(41**을 premix후 4210(M-CA)를 교반하며 투입한다.)",,
HFBC004,BHFBC0040,4,제조공정,혼 합,"메인믹서 용해 확인 후 냉각개시하며 미리 혼합한 4***을 메인믹서에 투입하여 혼합한다
(41**을 premix후 4210(M-CA)를 교반하며 투입한다.)",,
HFBC002,BHFBC0020,5,제조공정,혼 합,51**을 교반봉으로 혼합후 메인믹서에 투입 혼합한다.,,
HFBC003,BHFBC0030,5,제조공정,혼 합,51**을 교반봉으로 혼합후 메인믹서에 투입 혼합한다.,,
HFBC004,BHFBC0040,5,제조공정,혼 합,51**을 교반봉으로 혼합후 메인믹서에 투입 혼합한다.,,
HFBC002,BHFBC0020,6,제조공정,혼 합,61**을 투입 분산한다.,,
HFBC003,BHFBC0030,6,제조공정,혼 합,61**을 투입 분산한다.,,
HFBC004,BHFBC0040,6,제조공정,혼 합,61**을 투입 분산한다.,,
HFBC002,BHFBC0020,7,제조공정,혼 합,71**을 혼합한다.,,
HFBC003,BHFBC0030,7,제조공정,혼 합,71**을 혼합한다.,,
HFBC004,BHFBC0040,7,제조공정,혼 합,71**을 혼합한다.,,
HFBC002,BHFBC0020,8,제조공정,혼 합,"8***, 91**을 혼합한다.
(H: 1000rpm, P: 30rpm, t: 5분)",,
HFBC003,BHFBC0030,8,제조공정,혼 합,"8***, 91**을 혼합한다.
(H: 1000rpm, P: 30rpm, t: 5분)",,
HFBC004,BHFBC0040,8,제조공정,혼 합,"8***, 91**을 혼합한다.
(H: 1000rpm, P: 30rpm, t: 5분)",,
HFBC002,BHFBC0020,9,제조공정,"냉 각
종 료","  36℃까지 냉각하여 종료한다.
  (H: 정지, P: 20rpm)",,
HFBC003,BHFBC0030,9,제조공정,"냉 각
종 료","  36℃까지 냉각하여 종료한다.
  (H: 정지, P: 20rpm)",,
HFBC004,BHFBC0040,9,제조공정,"냉 각
종 료","  36℃까지 냉각하여 종료한다.
  (H: 정지, P: 20rpm)",,
HFBL001,BHFBL0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFBL001,BHFBL0010,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
HFBL001,BHFBL0010,3,제조공정,"점증제
분산","별도용해조에서 정제수에 Pemulen 넣고 Stirrer로 용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
HFBL001,BHFBL0010,4,제조공정,수상 용해,수상용해조에 11**-14**을 넣고 78-80℃로 가온용해한다,,
HFBL001,BHFBL0010,5,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고  78-80℃로 가온용해한다,,
HFBL001,BHFBL0010,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
HFBL001,BHFBL0010,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
HFBL001,BHFBL0010,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
HFBL001,BHFBL0010,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
HFBL001,BHFBL0010,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
HFBL001,BHFBL0010,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
HFHW001,BHFHW0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFHW002,BHFHW0020,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFHW003,BHFHW0030,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
HFHW001,BHFHW0010,2,제조공정,"가온
용해","메인탱크에 원료 11**, 12**파트를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HFHW002,BHFHW0020,2,제조공정,"가온
용해","메인탱크에 원료 11**, 12**파트를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HFHW003,BHFHW0030,2,제조공정,"가온
용해","메인탱크에 원료 11**, 12**파트를 넣고 80℃로 가열용해한다.
    Pad 20rpm",,
HFHW001,BHFHW0010,3,제조공정,냉각개시,"위 상의 용해확인 후 원료 13** 파트를 투입하고
60℃ 까지 냉각한다.",,
HFHW002,BHFHW0020,3,제조공정,냉각개시,"위 상의 용해확인 후 원료 13** 파트를 투입하고
60℃ 까지 냉각한다.",,
HFHW003,BHFHW0030,3,제조공정,냉각개시,"위 상의 용해확인 후 원료 13** 파트를 투입하고
60℃ 까지 냉각한다.",,
HFHW001,BHFHW0010,4,제조공정,"향, 첨가제
색소 투입","첨가제(2***), 향(31**), 색소파트(41**)를 투입하여 교반한다.",,
HFHW002,BHFHW0020,4,제조공정,"향, 첨가제
색소 투입","첨가제(2***), 향(31**), 색소파트(41**)를 투입하여 교반한다.",,
HFHW003,BHFHW0030,4,제조공정,"향, 첨가제
색소 투입","첨가제(2***), 향(31**), 색소파트(41**)를 투입하여 교반한다.",,
HFHW001,BHFHW0010,5,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HFHW002,BHFHW0020,5,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
HFHW003,BHFHW0030,5,제조공정,"여  과
종  료",33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
ILMT001,BILMT0010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ILMT002,BILMT0020,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ILMT003,BILMT0030,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ILMT004,BILMT0040,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ILMT005,BILMT0050,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ILMT001,BILMT0010,2,제조공정,"수상
용해",제조부에서 11** 을 투명하게 교반 용해한다. (실온),,
ILMT002,BILMT0020,2,제조공정,"수상
용해",제조부에서 11** 을 투명하게 교반 용해한다. (실온),,
ILMT003,BILMT0030,2,제조공정,"수상
용해",제조부에서 11** 을 투명하게 교반 용해한다. (실온),,
ILMT004,BILMT0040,2,제조공정,"수상
용해",제조부에서 11** 을 투명하게 교반 용해한다. (실온),,
ILMT005,BILMT0050,2,제조공정,"수상
용해",제조부에서 11** 을 투명하게 교반 용해한다. (실온),,
ILMT001,BILMT0010,3,제조공정,"알콜파트
용해",별도용해조에서 원료 21** 투명하게 교반 용해한다.,,
ILMT002,BILMT0020,3,제조공정,"알콜파트
용해",별도용해조에서 원료 21** 투명하게 교반 용해한다.,,
ILMT003,BILMT0030,3,제조공정,"알콜파트
용해",별도용해조에서 원료 21** 투명하게 교반 용해한다.,,
ILMT004,BILMT0040,3,제조공정,"알콜파트
용해",별도용해조에서 원료 21** 투명하게 교반 용해한다.,,
ILMT005,BILMT0050,3,제조공정,"알콜파트
용해",별도용해조에서 원료 21** 투명하게 교반 용해한다.,,
ILMT001,BILMT0010,4,제조공정,"정제수
투입",위 수상파트를 교반하며 알콜파트(21**)를 서서히 투입 교반한다. 20분간 교반한다.,,
ILMT002,BILMT0020,4,제조공정,"정제수
투입",위 수상파트를 교반하며 알콜파트(21**)를 서서히 투입 교반한다. 20분간 교반한다.,,
ILMT003,BILMT0030,4,제조공정,"정제수
투입",위 수상파트를 교반하며 알콜파트(21**)를 서서히 투입 교반한다. 20분간 교반한다.,,
ILMT004,BILMT0040,4,제조공정,"정제수
투입",위 수상파트를 교반하며 알콜파트(21**)를 서서히 투입 교반한다. 20분간 교반한다.,,
ILMT005,BILMT0050,4,제조공정,"정제수
투입",위 수상파트를 교반하며 알콜파트(21**)를 서서히 투입 교반한다. 20분간 교반한다.,,
ILMT001,BILMT0010,5,제조공정,"첨가제
투입",위 상에 31**을 투입 교반한다.,,
ILMT002,BILMT0020,5,제조공정,"첨가제
투입",위 상에 31**을 투입 교반한다.,,
ILMT003,BILMT0030,5,제조공정,"첨가제
투입",위 상에 31**을 투입 교반한다.,,
ILMT004,BILMT0040,5,제조공정,"첨가제
투입",위 상에 31**을 투입 교반한다.,,
ILMT005,BILMT0050,5,제조공정,"첨가제
투입",위 상에 31**을 투입 교반한다.,,
ILMT001,BILMT0010,6,제조공정,부   상,200메쉬 여과하여 종료한다.,,
ILMT002,BILMT0020,6,제조공정,부   상,200메쉬 여과하여 종료한다.,,
ILMT003,BILMT0030,6,제조공정,부   상,200메쉬 여과하여 종료한다.,,
ILMT004,BILMT0040,6,제조공정,부   상,200메쉬 여과하여 종료한다.,,
ILMT005,BILMT0050,6,제조공정,부   상,200메쉬 여과하여 종료한다.,,
ILWS009,,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ILWS009,,2,제조공정,"가온
용해","메인탱크에 원료 11**을 투입하고 가온개시한다.
    Pad 20rpm",,
ILWS009,,3,제조공정,"가온
용해","메인탱크에 원료 21**을 투입하고 80℃로 가열용해한다.
    Pad 20rpm",,
ILWS009,,4,제조공정,냉각개시,"위 상의 용해확인 후 원료 3110을 투입하고
60℃ 까지 냉각한다.",,
ILWS009,,5,제조공정,"향, 첨가제
투입","41**(향파트, premix), 51**, 61**을 투입하여 교반한다.",,
ILWS009,,6,제조공정,"여  과
종  료",33-36℃까지 냉각후 70메쉬 여과하여 종료한다.,,
ILWSP01,BILWSP010,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
