product_code,management_code,korean_name,english_name,appearance,packaging_unit,created_date,author,usage_instructions,allergen_korean,allergen_english,storage_method,shelf_life,label_volume,fill_volume,specific_gravity,ph_standard,viscosity_standard,raw_material_report,standardized_name,responsible_seller,recycling_grade,label_position,functional_claim,semi_product_code,p_product_code,source_file
MLBL002,EVCO-579,미미로린스 씬트 리메인 퍼퓸드 바디에멀젼 머스크 엣 머스크,Mimi Lauryne's Scent Remain Perfumed Body Emulsion Musk et Musk,미색의 유액상,300 ml,2015-01-19,이 수 진,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때마다 수시로 바르면 더욱 효과적입니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,0.994,,,,,,,,,,,제품표준서_EVCO579_(MLBL002)-미미로린스 씬트 리메인 퍼퓸드 바디에멀젼 머스크 엣 머스크.xls
RMCD001,EVCO-580,로즈마인 홈폴리쉬 소이캔들 블랙 첵리,Rose Mine Home Polish Soy Candle Black Cherry,붉은색의 초,625 g,2015-01-20,이 수 진,향초의 심지는 깨끗하게 유지하고 심지의 길이를 6mm 정도로 다듬어 주세요. 처음 태우실 때에는 터널 현상을 방지하기 위해 향초에 불을 붙인 다음에는 왁스 성분이 유리병에 웅덩이를 만들 때까지 충분히 연소시킵니다.,,,별첨.4,별첨.5,,,,,,,,,,,,,,제품표준서_EVCO580_(RMCD001)-로즈마인 홈폴리쉬 소이캔들 블랙 체리.xls
RMCD002,EVCO-581,로즈마인 홈폴리쉬 소이캔들 뱀부 포레스트,Rose Mine Home Polish Soy Candle Bamboo Forest,하늘색의 초,625 g,2015-01-20,이 수 진,향초의 심지는 깨끗하게 유지하고 심지의 길이를 6mm 정도로 다듬어 주세요. 처음 태우실 때에는 터널 현상을 방지하기 위해 향초에 불을 붙인 다음에는 왁스 성분이 유리병에 웅덩이를 만들 때까지 충분히 연소시킵니다.,,,별첨.4,별첨.5,,,,,,,,,,,,,,제품표준서_EVCO581_(RMCD002)-로즈마인 홈폴리쉬 소이캔들 뱀부 포레스트.xls
RMCD003,EVCO-582,로즈마인 홈폴리쉬 소이캔들 라벤더 앤 바닐라,Rose Mine Home Polish Soy Candle Lavender & Vanilla,연보라색의 초,625 g,2015-01-20,이 수 진,향초의 심지는 깨끗하게 유지하고 심지의 길이를 6mm 정도로 다듬어 주세요. 처음 태우실 때에는 터널 현상을 방지하기 위해 향초에 불을 붙인 다음에는 왁스 성분이 유리병에 웅덩이를 만들 때까지 충분히 연소시킵니다.,,,별첨.4,별첨.5,,,,,,,,,,,,,,제품표준서_EVCO582_(RMCD003)-로즈마인 홈폴리쉬 소이캔들 라벤더 앤 바닐라.xls
RMCD004,EVCO-583,로즈마인 홈폴리쉬 소이캔들 메이 로즈,Rose Mine Home Polish Soy Candle May Rose,분홍색의 초,625 g,2015-01-20,이 수 진,향초의 심지는 깨끗하게 유지하고 심지의 길이를 6mm 정도로 다듬어 주세요. 처음 태우실 때에는 터널 현상을 방지하기 위해 향초에 불을 붙인 다음에는 왁스 성분이 유리병에 웅덩이를 만들 때까지 충분히 연소시킵니다.,,,별첨.4,별첨.5,,,,,,,,,,,,,,제품표준서_EVCO583_(RMCD004)-로즈마인 홈폴리쉬 소이캔들 메이 로즈.xls
RMCD005,EVCO-584,로즈마인 홈폴리쉬 소이캔들 피스 앤 카밍,Rose Mine Home Polish Soy Candle Peace & Calming,노랑색의 초,625 g,2015-01-20,이 수 진,향초의 심지는 깨끗하게 유지하고 심지의 길이를 6mm 정도로 다듬어 주세요. 처음 태우실 때에는 터널 현상을 방지하기 위해 향초에 불을 붙인 다음에는 왁스 성분이 유리병에 웅덩이를 만들 때까지 충분히 연소시킵니다.,,,별첨.4,별첨.5,,,,,,,,,,,,,,제품표준서_EVCO584_(RMCD005)-로즈마인 홈폴리쉬 소이캔들 피스 앤 카밍.xls
MLST007,EVCO-585,미미로린스 씬트 리메인 사쉐 미니 스파클링 사케,Mimi Lauryne's Scent Remain Sachet Mini Sparkling SAKE,연갈색의 질석 알갱이,2.5 g,2015-02-02,이 수 진,"비닐을 제거하신 후 가방, 옷장, 자동차 안 등 원하시는 다양한 장소에 넣어 주십시오.",,,별첨.4,별첨.5,,,,,,,,,,,,,,제품표준서_EVCO585_(MLST007)-미미로린스 씬트 리메인 사쉐 미니 스파클링 사케.xls
MLST008,EVCO-586,미미로린스 씬트 리메인 사쉐 미니 퀸스 플라워,Mimi Lauryne's Scent Remain Sachet Mini Queen's Flower,연갈색의 질석 알갱이,2.5 g,2015-02-02,이 수 진,"비닐을 제거하신 후 가방, 옷장, 자동차 안 등 원하시는 다양한 장소에 넣어 주십시오.",,,별첨.4,별첨.5,,,,,,,,,,,,,,제품표준서_EVCO586_(MLST008)-미미로린스 씬트 리메인 사쉐 미니 퀸스 플라워.xls
BBHC001,EVCO-587,바바리라 퍼퓸드 핸드크림 가든 로즈,Barbarila Perfumed Hand Cream Garden Rose,백색의 크림상,60 ml,2015-02-26,이 수 진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,별첨.6,별첨.7,60ml,59,0.996,7.0 ± 1.0,"35,000 ± 5,000",,,,우수,,,BBBHC0010,PBBHC0010,제품표준서_EVCO587_(BBHC001)-바바리라 퍼퓸드 핸드크림 가든 로즈.xls
BBHC002,EVCO-588,바바리라 퍼퓸드 핸드크림 패션프룻,Barbarila Perfumed Hand Cream Fassion Fruit,백색의 크림상,60 ml,2015-02-26,이 수 진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,별첨.6,별첨.7,60ml,59,0.996,7.0 ± 1.0,"35,000 ± 5,000",,,,우수,,,BBBHC0020,PBBHC0020,제품표준서_EVCO588_(BBHC002)-바바리라 퍼퓸드 핸드크림 패션 프룻.xls
BBHC003,EVCO-589,바바리라 퍼퓸드 핸드크림 쁘띠 걸,Barbarila Perfumed Hand Cream Petit Girl,백색의 크림상,60 ml,2015-03-26,이 수 진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,별첨.6,별첨.7,60ml,59,0.996,7.0 ± 1.0,"35,000 ± 5,000",,,,우수,,,BBBHC0030,PBBHC0030,제품표준서_EVCO589_(BBHC003)-바바리라 퍼퓸드 핸드크림 쁘띠 걸.xls
BBHC004,EVCO-590,바바리라 퍼퓸드 핸드크림 로즈 페탈,Barbarila Perfumed Hand Cream Rose Petal,백색의 크림상,60 ml,2015-03-02,이 수 진,"손을 씻은 후 또는 건조함이 느껴질 때마다, 적당량을 덜어 손에 고루 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,60ml,59,0.987,6.5± 1.0,"25,000 ± 5,000",,,,우수,,주름,BBBHC0040,PBBHC0040,제품표준서_EVCO590_(BBHC004)-바바리라 퍼퓸드 핸드크림 로즈 페탈.xls
BBHC005,EVCO-591,바바리라 퍼퓸드 핸드크림 헤븐 플로랄,Barbarila Perfumed Hand Cream Heaven Floral,백색의 크림상,60 ml,2015-03-02,이 수 진,"손을 씻은 후 또는 건조함이 느껴질 때마다, 적당량을 덜어 손에 고루 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,60ml,59,0.987,6.5± 1.0,"25,000 ± 5,000",,,,우수,,주름,BBBHC0050,PBBHC0050,제품표준서_EVCO591_(BBHC005)-바바리라 퍼퓸드 핸드크림 헤븐 플로랄.xls
BBHC006,EVCO-592,바바리라 퍼퓸드 핸드크림 드림 라이크,Barbarila Perfumed Hand Cream Dream Like,백색의 크림상,60 ml,2015-03-02,이 수 진,"손을 씻은 후 또는 건조함이 느껴질 때마다, 적당량을 덜어 손에 고루 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,60ml,59,0.987,6.5± 1.0,"25,000 ± 5,000",,,,우수,,주름,BBBHC0060,PBBHC0060,제품표준서_EVCO592_(BBHC006)-바바리라 퍼퓸드 핸드크림 드림 라이크.xls
RMST001,EVCO-593,로즈마인 홈폴리쉬 퍼퓸 사쉐,Rose Mine Home Polish PerFume Sachet,연갈색의 질석 알갱이,7 g,2015-03-02,이 수 진,"비닐을 제거하신 후 가방, 옷장, 자동차 안 등 원하시는 다양한 장소에 넣어 주십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO593_(RMST001)-로즈마인 홈폴리쉬 퍼퓸 사쉐 미스 블룸.xls
RMST002,EVCO-593,로즈마인 홈폴리쉬 퍼퓸 사쉐,Rose Mine Home Polish PerFume Sachet,연갈색의 질석 알갱이,7 g,2015-03-02,이 수 진,"비닐을 제거하신 후 가방, 옷장, 자동차 안 등 원하시는 다양한 장소에 넣어 주십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO593_(RMST001)-로즈마인 홈폴리쉬 퍼퓸 사쉐 미스 블룸.xls
RMST003,EVCO-593,로즈마인 홈폴리쉬 퍼퓸 사쉐,Rose Mine Home Polish PerFume Sachet,연갈색의 질석 알갱이,7 g,2015-03-02,이 수 진,"비닐을 제거하신 후 가방, 옷장, 자동차 안 등 원하시는 다양한 장소에 넣어 주십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO593_(RMST001)-로즈마인 홈폴리쉬 퍼퓸 사쉐 미스 블룸.xls
RMST004,EVCO-593,로즈마인 홈폴리쉬 퍼퓸 사쉐,Rose Mine Home Polish PerFume Sachet,연갈색의 질석 알갱이,7 g,2015-03-02,이 수 진,"비닐을 제거하신 후 가방, 옷장, 자동차 안 등 원하시는 다양한 장소에 넣어 주십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO593_(RMST001)-로즈마인 홈폴리쉬 퍼퓸 사쉐 미스 블룸.xls
RMST005,EVCO-593,로즈마인 홈폴리쉬 퍼퓸 사쉐,Rose Mine Home Polish PerFume Sachet,연갈색의 질석 알갱이,7 g,2015-03-02,이 수 진,"비닐을 제거하신 후 가방, 옷장, 자동차 안 등 원하시는 다양한 장소에 넣어 주십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO593_(RMST001)-로즈마인 홈폴리쉬 퍼퓸 사쉐 미스 블룸.xls
PDIR002,EVCO-594,페디슨 메터니티 퓨어 페미닌 클렌저 플로랄 자무,Pedison Maternity Pure Feminine Cleanser Floral Jamu,미색의 투명 액상,200 ml,2015-03-05,이 수 진,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,200g,200,1.038,5.30 ± 1.00,NONE,,,,어려움,,,BPDIR0020,PPDIR0020,제품표준서_EVCO594_(PDIR002)-페디슨 메터니티 퓨어 페미닌 클렌저 플로랄 자무.xls
DFHC001,EVCO-595,다이아포스 광채미백 핸드크림,Dia Force Luminaus Whitening Hand Cream,백색의 크림상,60 g,2015-03-05,이 수 진,적당량을 손에 덜어 바른후 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO595_(DFHC001)-다이아포스 광채미백 핸드크림.xls
MLDF018,EVCO-596,미미로린스 씬트 리메인 디퓨져 엔젤 쥬시,Mimi Lauryne's Scent Remain Diffuser Angel Juicy,미황색의 투명 액체,170 ml,2015-03-09,이 수 진,"처음 사용시 스틱수를 3~4개 정도로 사용, 원하는 발향 강도에 따라 스틱의 수를 늘려서 사용하십시오.",,,별첨.4,별첨.5,170ml,168,,,,,,,,,,,PMLDF0180,제품표준서_EVCO596_(MLDF018)-미미로린스 씬트 리메인 디퓨져 엔젤 쥬시.xls
MLDF019,EVCO-597,미미로린스 씬트 리메인 디퓨져 뮤게,Mimi Lauryne's Scent Remain Diffuser Muguet,무색의 투명 액체,170 ml,2015-03-09,이 수 진,"처음 사용시 스틱수를 3~4개 정도로 사용, 원하는 발향 강도에 따라 스틱의 수를 늘려서 사용하십시오.",,,별첨.4,별첨.5,170ml,168,,,,,,,,,,,PMLDF0190,제품표준서_EVCO597_(MLDF019)-미미로린스 씬트 리메인 디퓨져 뮤게.xls
RMDO004,EVCO-598,로즈마인 퍼퓸드 드라이 오일 미스트 머스크 앤 머스크,Rose Mine Perfumed Dry Oil Mist Musk & Musk,황색의 오일상,300 ml,2015-03-09,이 수 진,샤워 후 물기가 있을 때 전신에 골고루 뿌린 후 두드려 흡수시켜 줍니다. 건조한 피부에 부드럽게 뿌리거나 모발에 스프레이하면 영양과 윤기를 공급할 수 있습니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,300ml,276,0.944,,,,,,,,,,PRMDO0040,제품표준서_EVCO598_(RMDO004)-로즈마인 퍼퓸드 드라이 오일 미스트 머스크 앤 머스크.xls
RMDO005,EVCO-599,로즈마인 퍼퓸드 드라이 오일 미스트 모링가,Rose Mine Perfumed Dry Oil Mist Moringa,황색의 오일상,300 ml,2015-03-09,이 수 진,샤워 후 물기가 있을 때 전신에 골고루 뿌린 후 두드려 흡수시켜 줍니다. 건조한 피부에 부드럽게 뿌리거나 모발에 스프레이하면 영양과 윤기를 공급할 수 있습니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,300ml,276,0.944,,,,,,,,,,PRMDO0050,제품표준서_EVCO599_(RMDO005)-로즈마인 퍼퓸드 드라이 오일 미스트 모링가.xls
VMSP001,EVCO-600,발모나 실크 프로테인 헤어샴푸 아르간 오일,Valmona Slik Protein Hair Shampoo Argan Oil,연황색의 펄점액상,1500 ml,2015-03-16,이 수 진,적신 머리에 적당량을 덜어 모발과 두피에 부드럽게 마사지하듯 거품을 충분히 낸 후 미온수로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1500ml,1500,1.01,,,,,,,,,,PVMSP0010,제품표준서_EVCO600_(VMSP001)-발모나 실크 프로테인 헤어 샴푸 아르간 오일.xls
VMSP002,EVCO-601,발모나 실크 프로테인 헤어샴푸 올리브 오일,Valmona Slik Protein Hair Shampoo Olive Oil,하늘색의 펄점액상,1500 ml,2015-03-16,이 수 진,적신 머리에 적당량을 덜어 모발과 두피에 부드럽게 마사지하듯 거품을 충분히 낸 후 미온수로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1500ml,1500,1.01,,,,,,,,,,PVMSP0020,제품표준서_EVCO601_(VMSP002)-발모나 실크 프로테인 헤어 샴푸 올리브 오일.xls
VMSP003,EVCO-602,발모나 실크 프로테인 헤어샴푸 알로에베라,Valmona Slik Protein Hair Shampoo Aloevera,민트색의 펄점액상,1500 ml,2015-03-16,이 수 진,적신 머리에 적당량을 덜어 모발과 두피에 부드럽게 마사지하듯 거품을 충분히 낸 후 미온수로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1500ml,1500,1.01,,,,,,,,,,PVMSP0030,제품표준서_EVCO602_(VMSP003)-발모나 실크 프로테인 헤어 샴푸 알로에베라.xls
VMRS001,EVCO-603,발모나 실크 프로테인 헤어 컨디셔너 아르간 오일,Valmona Slik Protein Hair Coditioner Argan Oil,백색의 유액상,1500 ml,2015-03-16,이 수 진,샴푸 후 적당량을 덜어 모발 전체에 펴바르고 마사지합니다. 2~3분후 물로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1500ml,1430,0.95,,,,,,,,,,PVMRS0010,제품표준서_EVCO603_(VMRS001)-발모나 실크 프로테인 헤어 컨디셔너 아르간 오일.xls
VMRS002,EVCO-604,발모나 실크 프로테인 헤어 컨디셔너 올리브 오일,Valmona Slik Protein Hair Coditioner Olive Oil,백색의 유액상,1500 ml,2015-03-16,이 수 진,샴푸 후 적당량을 덜어 모발 전체에 펴바르고 마사지합니다. 2~3분후 물로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1500ml,1430,0.95,,,,,,,,,,PVMRS0020,제품표준서_EVCO604_(VMRS002)-발모나 실크 프로테인 헤어 컨디셔너 올리브 오일.xls
VMRS003,EVCO-605,발모나 실크 프로테인 헤어 컨디셔너 알로에베라,Valmona Slik Protein Hair Coditioner Aloevera,백색의 유액상,1500 ml,2015-03-16,이 수 진,샴푸 후 적당량을 덜어 모발 전체에 펴바르고 마사지합니다. 2~3분후 물로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1500ml,1430,0.95,,,,,,,,,,PVMRS0030,제품표준서_EVCO605_(VMRS003)-발모나 실크 프로테인 헤어 컨디셔너 알로에베라.xls
RSEX000,EVCO-606,로즈문 리치 카멜리아(동백) 트리트먼트 에센스,Rosemoon Rich Camellia Treatment Essence,미황색의 반투명 점액상,95 ml,2015-03-18,이 수 진,스포이드에 1/3정도를 채운 다음 얼굴과 목에 3~4방울정도 듬뿍 떨어뜨리고 마사지하듯이 두드리면서 바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,95ml,97,1.013,,,,,,,,주름+미백,BRSEX0000,PRSEX0000,제품표준서_EVCO606_(RSEX000)-로즈문 리치 카멜리아 트리트먼트 에센스.xls
RMBL014,EVCO-607,로즈마인 퍼퓸드 바디로션 모링가,Rose Mind Perfumed Body Lotion Moringa,백색의 유액상,1000 ml,2015-03-20,이 수 진,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때마다 수시로 바르면 더욱 효과적입니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1000ml,992,0.982,7.0 ± 1.0,"30,000 ± 5,000",,,,어려움,,,BRMBL0140,PRMBL0140,제품표준서_EVCO607_(RMBL014)-로즈마인 퍼퓸드 바디로션 모링가.xls
RPBC008,EVCO-608,로즈마인 퍼퓸드 바디워시 모링가,Rose Mine Perfumed Body Wash Moringa,연황색의 불투명 점액상,1000 ml,2015-03-30,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,1000ml,1015,1.021,5.5 ± 1.0,"5,000 ± 3,000",,,,어려움,,,BRPBC0080,PRPBC0080,제품표준서_EVCO608_(RPBC008)-로즈마인 퍼퓸드 바디워시 모링가.xls
RMDM001,EVCO-609,로즈마인 홈폴리쉬 드레스 퍼퓸,Rose Mine Home Polish Dress Perfume,무색의 투명한 액체,300 ml,2015-03-20,이 수 진,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,300ml,304,0.984,,,,,,,,,,,제품표준서_EVCO609_(RMDM001)-로즈마인 홈폴리쉬 드레스 퍼퓸 체리 베리 폼-.xls
RMDM002,EVCO-609,로즈마인 홈폴리쉬 드레스 퍼퓸,Rose Mine Home Polish Dress Perfume,무색의 투명한 액체,300 ml,2015-03-20,이 수 진,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO609_(RMDM001)-로즈마인 홈폴리쉬 드레스 퍼퓸 체리 베리 폼-.xls
RMDM003,EVCO-609,로즈마인 홈폴리쉬 드레스 퍼퓸,Rose Mine Home Polish Dress Perfume,무색의 투명한 액체,300 ml,2015-03-20,이 수 진,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO609_(RMDM001)-로즈마인 홈폴리쉬 드레스 퍼퓸 체리 베리 폼-.xls
RMDM004,EVCO-609,로즈마인 홈폴리쉬 드레스 퍼퓸,Rose Mine Home Polish Dress Perfume,무색의 투명한 액체,300 ml,2015-03-20,이 수 진,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO609_(RMDM001)-로즈마인 홈폴리쉬 드레스 퍼퓸 체리 베리 폼-.xls
RMDM005,EVCO-609,로즈마인 홈폴리쉬 드레스 퍼퓸,Rose Mine Home Polish Dress Perfume,무색의 투명한 액체,300 ml,2015-03-20,이 수 진,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO609_(RMDM001)-로즈마인 홈폴리쉬 드레스 퍼퓸 체리 베리 폼-.xls
MLBC003,EVCO-610,미미로린스 허니 모이스처 퍼퓸드 바디 워시 플레져,Mimi Lauryne's Honey Moisture Perfumed Body Wash Pleasure,연분홍의 펄점액상,300 ml,2015-04-09,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO610_(MLBC003)-미미로린스 허니 모이스처 퍼퓸드 바디 워시 플레져.xls
MLBL003,EVCO-611,미미로린스 허니 모이스처 퍼퓸드 바디 에멀젼 플레져,Mimi Lauryne's Honey Moisture Perfumed Body Emulsion Pleasure,연분홍의 유액상,300 ml,2015-04-09,이 수 진,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때마다 수시로 바르면 더욱 효과적입니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO611_(MLBL003)-미미로린스 허니 모이스처 퍼퓸드 바디 에멀젼 플레져.xls
MLBS007,EVCO-612,미미로린스 허니 모이스처 퍼퓸드 바디 스플래쉬 플레져,Mimi Lauryne's Honey Moisture Perfumed Body Splash Pleasure,분홍색의 투명 액상,300 ml,2015-04-09,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,0.89,,,,,,,,,,,제품표준서_EVCO612_(MLBS007)-미미로린스 허니 모이스처 퍼퓸드 바디 스플래쉬 플레져.xls
PDIR003,EVCO-613,페디슨 메터니티 퓨어 페미닌 클렌저 플로랄 자무 베이직,Pedison Maternity Pure Feminine Cleanser (Floral Jamu Basic),미황색의 투명 점액상,300 ml,2015-04-17,이 수 진,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,300ml,306,1.021,4.5 ± 1.0,"5,500 ± 3,000",0,,0,어려움,,,BPDIR0030,PPDIR0030,제품표준서_EVCO613_(PDIR003)-페디슨 메터니티 퓨어 페미닌 클렌저 플로랄 자무 베이직.xls
RMDF001,EVCO-614,로즈마인 홈폴리쉬 퍼퓸 디퓨져,Rose Mine Home Polish Perfume Diffuser,,180 ml,2015-04-17,이 수 진,"처음 사용시 스틱수를 3~4개 정도로 사용, 원하는 발향 강도에 따라 스틱의 수를 늘려서 사용하십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO614_(RMDF001)-로즈마인 홈폴리쉬 퍼퓸 디퓨져 메이 로즈.xls
RMDF002,EVCO-614,로즈마인 홈폴리쉬 퍼퓸 디퓨져,Rose Mine Home Polish Perfume Diffuser,,180 ml,2015-04-17,이 수 진,"처음 사용시 스틱수를 3~4개 정도로 사용, 원하는 발향 강도에 따라 스틱의 수를 늘려서 사용하십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO614_(RMDF001)-로즈마인 홈폴리쉬 퍼퓸 디퓨져 메이 로즈.xls
RMDF003,EVCO-614,로즈마인 홈폴리쉬 퍼퓸 디퓨져,Rose Mine Home Polish Perfume Diffuser,,180 ml,2015-04-17,이 수 진,"처음 사용시 스틱수를 3~4개 정도로 사용, 원하는 발향 강도에 따라 스틱의 수를 늘려서 사용하십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO614_(RMDF001)-로즈마인 홈폴리쉬 퍼퓸 디퓨져 메이 로즈.xls
RMDF004,EVCO-614,로즈마인 홈폴리쉬 퍼퓸 디퓨져,Rose Mine Home Polish Perfume Diffuser,,180 ml,2015-04-17,이 수 진,"처음 사용시 스틱수를 3~4개 정도로 사용, 원하는 발향 강도에 따라 스틱의 수를 늘려서 사용하십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO614_(RMDF001)-로즈마인 홈폴리쉬 퍼퓸 디퓨져 메이 로즈.xls
RMDF005,EVCO-614,로즈마인 홈폴리쉬 퍼퓸 디퓨져,Rose Mine Home Polish Perfume Diffuser,,180 ml,2015-04-17,이 수 진,"처음 사용시 스틱수를 3~4개 정도로 사용, 원하는 발향 강도에 따라 스틱의 수를 늘려서 사용하십시오.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO614_(RMDF001)-로즈마인 홈폴리쉬 퍼퓸 디퓨져 메이 로즈.xls
MLRM001,EVCO-615,미미로린스 씬트 리메인 룸미스트,Mimi Lauryne's Sent Remain Room Mist,무색의 투명 액상,120 ml,2015-04-21,이 수 진,"서재, 응접실, 침실, 주방 등 원하는 곳에 적당량 스프레이 해 주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,120ml,,,,,,,,,,,,PMLRM0010,제품표준서_EVCO615_(MLRM001)-미미로린스 씬트 리메인 룸미스트 프리지아 로맨스.xls
MLRM002,EVCO-615,미미로린스 씬트 리메인 룸미스트,Mimi Lauryne's Sent Remain Room Mist,무색의 투명 액상,120 ml,2015-04-21,이 수 진,"서재, 응접실, 침실, 주방 등 원하는 곳에 적당량 스프레이 해 주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,,제품표준서_EVCO615_(MLRM001)-미미로린스 씬트 리메인 룸미스트 프리지아 로맨스.xls
MLRM003,EVCO-615,미미로린스 씬트 리메인 룸미스트,Mimi Lauryne's Sent Remain Room Mist,무색의 투명 액상,120 ml,2015-04-21,이 수 진,"서재, 응접실, 침실, 주방 등 원하는 곳에 적당량 스프레이 해 주세요.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,,,,,,,,,,,,,PMLRM0030,제품표준서_EVCO615_(MLRM001)-미미로린스 씬트 리메인 룸미스트 프리지아 로맨스.xls
